ID,Language_ID,Name,Lexeme_ID,Parameter_ID,Morpho_Segments,Segments,Comment,Source,Part_Of_Speech
yeremutu-ash,yab,yeremutu,yeremutu-ash,ash,yeremutu,j e r e m u t u,,,n
kanawa-canoe,yab,kanawa,kanawa-canoe,canoe,kanawa,k a n a w a,,,n
kemichini-be-cold,yab,këmïchini,kemichini-be-cold,be cold,këmïchini,k ə m ɨ t͡ʃ i n i,,,vi
yakuri-agouti,yab,yakuri,yakuri-agouti,agouti,yakuri,j a k u r i,,,n
makampra-aunt,yab,makampra,makampra-aunt,aunt,makampra,m a k a m p r a,older sister of mother,,n
yemi-be-hungry,yab,yëmï,yemi-be-hungry,be hungry,yëmï,j ə m ɨ,,,vi
yomi-be-hungry,yab,yomi,yemi-be-hungry,be hungry,yomi,j o m i,,,vi
yemi-be-hungry-1,yab,yëmi,yemi-be-hungry,be hungry,yëmi,j ə m i,,,vi
ijmojka-cook,yab,ijmojka,ijmojka-cook,cook,ijmojka,i h m o h k a,,,vt
ijmoka-cook,yab,ijmoka,ijmojka-cook,cook,ijmoka,i h m o k a,,,vt
padrastro-stepfather,yab,padrastro,padrastro-stepfather,stepfather,padrastro,p a d r a s t r o,,,n
akere-with,yab,akërë,akere-with,with,akërë,a k ə r ə,,,postp
ka-all,yab,ka,ka-all,ALL,ka,k a,,,postp
maijte-go-imp,yab,maijtë,maijte-go-imp,go.IMP,maijtë,m a i h t ə,,,vi
ejnomo-ejnomo,yab,ejnomo,ejnomo-ejnomo,ejnomo,ejnomo,e h n o m o,mother of the water,,n
enirepeke-recently,yab,enirëpëke,enirepeke-recently,recently,enirëpëke,e n i r ə p ə k e,,,adv
meresantomo-med-inan-pl,yab,mërësantomo,meresantomo-med-inan-pl,MED.INAN.PL,mërësantomo,m ə r ə s a n t o m o,,,pn
mente-here,yab,mëntë,mente-here,here,mëntë,m ə n t ə,,,adv
mete-here,yab,mëtë,mente-here,here,mëtë,m ə t ə,,,adv
ejwetunu-sick,yab,ejwetunu,ejwetunu-sick,sick,ejwetunu,e h w e t u n u,,,n
ejetum-sick,yab,ejetum,ejwetunu-sick,sick,ejetum,e h e t u m,,,n
penare-ancestor,yab,penarë,penare-ancestor,ancestor,penarë,p e n a r ə,,,n
yeneka-take-away,yab,yeneka,yeneka-take-away,take away,yeneka,j e n e k a,,,vt
yakijte-sleep-with,yab,yakïjtë,yakijte-sleep-with,sleep with,yakïjtë,j a k ɨ h t ə,,,vt
chayi-son,yab,chayi,chayi-son,son,chayi,t͡ʃ a j i,,,n
sujta-urinate,yab,sujta,sujta-urinate,urinate,suj ta,s u h t a,,,vi
kaimota-hunt,yab,kaimota,kaimota-hunt,hunt,kaimo ta,k a i m o t a,,,vi
meteta-thin,yab,mëtëta,meteta-thin,thin,mëtë ta,m ə t ə t a,,,vi
yokota-grow-pimple,yab,yokota,yokota-grow-pimple,grow pimple,yoko ta,j o k o t a,,,vi
erepunta-become-sick,yab,erepunta,erepunta-become-sick,become sick,erepun ta,e r e p u n t a,,,vi
wereyta-cloud-over,yab,wereyta,wereyta-cloud-over,cloud over,werey ta,w e r e j t a,,,vi
wanaputa-grow-savannah-grass,yab,wanaputa,wanaputa-grow-savannah-grass,grow savannah grass,wanapu ta,w a n a p u t a,,,vi
sakauta-get-sandy,yab,sakauta,sakauta-get-sandy,get sandy,sakau ta,s a k a u t a,,,vi
rokota-become-crazy,yab,rokota,rokota-become-crazy,become crazy,roko ta,r o k o t a,,,vi
punta-form-pulp,yab,punta,punta-form-pulp,form pulp,pun ta,p u n t a,,,vi
piketa-fart,yab,pikëta,piketa-fart,fart,pikë ta,p i k ə t a,,,vi
pichipichita-form-whitebait,yab,pichipichita,pichipichita-form-whitebait,form whitebait,pichipichi ta,p i t͡ʃ i p i t͡ʃ i t a,,,vi
nakita-be-thirsty,yab,nakita,nakita-be-thirsty,be thirsty,naki ta,n a k i t a,,,vi
mukuta-have-son,yab,mukuta,mukuta-have-son,have son,muku ta,m u k u t a,,,vi
motota-fill-with-worms,yab,motota,motota-fill-with-worms,fill with worms,moto ta,m o t o t a,,,vi
moronta-hurt,yab,moronta,moronta-hurt,hurt,moron ta,m o r o n t a,,,vi
mesujta-bleed,yab,mesujta,mesujta-bleed,bleed,mesuj ta,m e s u h t a,,,vi
kereta-ripen,yab,kërëta,kereta-ripen,ripen,kërë ta,k ə r ə t a,,,vi
kemuta-emit-pus,yab,këmuta,kemuta-emit-pus,emit pus,këmu ta,k ə m u t a,,,vi
konopota-start-rainy-season,yab,konopota,konopota-start-rainy-season,start rainy season,konopo ta,k o n o p o t a,,,vi
kawonota-get-high,yab,kawonota,kawonota-get-high,get high,kawono ta,k a w o n o t a,,,vi
kamparata-grow,yab,kamparata,kamparata-grow,grow; change (voice),kampara ta,k a m p a r a t a,,,vi
chekeyta-fill-with-nits,yab,chëkëyta,chekeyta-fill-with-nits,fill with nits,chëkëy ta,t͡ʃ ə k ə j t a,,,vi
chimichimita-fill-with-worms-dog,yab,chimichimita,chimichimita-fill-with-worms-dog,fill with worms (dog),chimichimi ta,t͡ʃ i m i t͡ʃ i m i t a,,,vi
chiketa-get-chiggers,yab,chikëta,chiketa-get-chiggers,get chiggers,chikë ta,t͡ʃ i k ə t a,,,vi
awochita-form-tumor,yab,awochita,awochita-form-tumor,form tumor,awochi ta,a w o t͡ʃ i t a,,,vi
asereta-have-dry-cough,yab,asereta,asereta-have-dry-cough,have dry cough,asere ta,a s e r e t a,,,vi
aijkoronota-recover,yab,aijkoronota,aijkoronota-recover,recover,aijkorono ta,a i h k o r o n o t a,,,vi
ajpachita-overgrows,yab,ajpachita,ajpachita-overgrows,overgrows,ajpachi ta,a h p a t͡ʃ i t a,,,vi
akita-fill-with-worms,yab,akïta,akita-fill-with-worms,fill with worms,akï ta,a k ɨ t a,,,vi
apita-ripen,yab,apita,apita-ripen,ripen,api ta,a p i t a,,,vi
amuta-ripen,yab,amuta,amuta-ripen,ripen,amu ta,a m u t a,,,vi
chijchiputa-move-body,yab,chijchiputa,chijchiputa-move-body,move body,chijchipu ta,t͡ʃ i h t͡ʃ i p u t a,,,vi
kasota-fatten,yab,kasota,kasota-fatten,fatten,kaso ta,k a s o t a,,,vi
takunuta-slack-off,yab,takunuta,takunuta-slack-off,slack off,takunu ta,t a k u n u t a,,,vi
werewereta-swarm-mosquitos,yab,werewereta,werewereta-swarm-mosquitos,swarm (mosquitos),werewere ta,w e r e w e r e t a,,,vi
keyata-grow,yab,këyata,keyata-grow,grow,këya ta,k ə j a t a,,,vi
keyeta-grow,yab,këyeta,keyata-grow,grow,këye ta,k ə j e t a,,,vi
majta-become-thin,yab,majta,majta-become-thin,become thin,maj ta,m a h t a,,,vi
paijta-swell-river,yab,paijta,paijta-swell-river,swell (river),paij ta,p a i h t a,,,vi
wenaka-vomit,yab,wenaka,wenaka-vomit,vomit,wena ka,w e n a k a,,,vt
ajpachika-weed,yab,ajpachika,ajpachika-weed,weed,ajpachi ka,a h p a t͡ʃ i k a,,,vt
mejyaka-uncover,yab,mejyaka,mejyaka-uncover,uncover,mejya ka,m e h j a k a,,,vt
moronka-make-suffer,yab,moronka,moronka-make-suffer,make suffer,moron ka,m o r o n k a,,,vt
mujnaka-dig-out,yab,mujnaka,mujnaka-dig-out,dig out,mujna ka,m u h n a k a,,,vt
pataka-take-out,yab,pataka,pataka-take-out,take out,pata ka,p a t a k a,,,vt
ejnai-make-self,yab,ëjnai,ejnai-make-self,make self,ëj nai,ə h n a i,,,vi
ejwenaka-vomit,yab,ëjwenaka,ejwenaka-vomit,vomit,ëj wena ka,ə h w e n a k a,,,vi
serema-eat,yab,serema,serema-eat,eat,s ere ma,s e r e m a,,,vi
senka-finish,yab,sënka,senka-finish,finish,s ënka,s ə n k a,,,vi
ejneme-remain,yab,ëjnëmë,ejneme-remain,remain,ëj nëmë,ə h n ə m ə,Interesting semantics?,,vi
senejka-stay,yab,senejka,senejka-stay,stay,s enejka,s e n e h k a,,,vi
apataka-come-out,yab,apataka,apataka-come-out,come out,a pata ka,a p a t a k a,,,vi
sereka-become-tired,yab,sereka,sereka-become-tired,become tired,s ereka,s e r e k a,,,vi
esene-see-self,yab,esene,esene-see-self,see self,es ene,e s e n e,,,vi
sene-see-self,yab,sene,esene-see-self,see self,s ene,s e n e,,,vi
atapej-seize-on,yab,atapëj,atapej-seize-on,seize on,at apëj,a t a p ə h,,,vi
ejpenaka-return,yab,ëjpënaka,ejpenaka-return,return,ëj pënaka,ə h p ə n a k a,,,vi
katupuma-pile-up,yab,katupuma,katupuma-pile-up,pile up,katupu ma,k a t u p u m a,,,vt
keyama-raise,yab,këyama,keyama-raise,raise,këya ma,k ə j a m a,,,vt
kirima-thicken,yab,kïrïma,kirima-thicken,thicken,kïrï ma,k ɨ r ɨ m a,,,vt
morontama-cause-pain,yab,morontama,morontama-cause-pain,cause pain,moron ta ma,m o r o n t a m a,,,vt
pejma-bewitch,yab,pejma,pejma-bewitch,bewitch,pej ma,p e h m a,,,vt
yajwema-sweeten,yab,yajwema,yajwema-sweeten,sweeten,yajwe ma,j a h w e m a,,,vt
yapima-make-worse,yab,yapima,yapima-make-worse,make worse,yapi ma,j a p i m a,,,vt
yatuma-warm,yab,yatuma,yatuma-warm,warm,yatu ma,j a t u m a,,,vt
yerema-feed,yab,yerema,yerema-feed,feed,yere ma,j e r e m a,,,vt
erema-feed,yab,erema,yerema-feed,feed,ere ma,e r e m a,,,vt
yakarama-tell,yab,yakarama,yakarama-tell,tell,yakara ma,j a k a r a m a,,,vt
kojpaye-at-night,yab,kojpaye,kojpaye-at-night,at night,kojpa ye,k o h p a j e,,,adv
kamprake-big,yab,kamprake,kamprake-big,big,kampra ke,k a m p r a k e,,,adv
tejpore-tasty,yab,tejpore,tejpore-tasty,tasty,tejpo re,t e h p o r e,,,adv
tapire-red,yab,tapire,tapire-red,red,tapi re,t a p i r e,,,adv
pechine-odorous,yab,pëchine,pechine-odorous,odorous,pëchi ne,p ə t͡ʃ i n e,,,adv
pochine-odorous,yab,pochine,pechine-odorous,odorous,pochi ne,p o t͡ʃ i n e,,,adv
makepijke-second-mother,yab,makëpïjkë,makepijke-second-mother,second mother,makë pïjkë,m a k ə p ɨ h k ə,,,n
meteye-thin,yab,mëtëye,meteye-thin,thin,mëtë ye,m ə t ə j e,,,adv
tepeti-go-plur,yab,tëpëti,tepeti-go-plur,go (PLUR),të pëti,t ə p ə t i,,,vi
sejpeti-dream,yab,sejpëti,sejpeti-dream,dream,sej pëti,s e h p ə t i,,,vi
sejpej-dream,yab,sejpëj,sejpeti-dream,dream,sej pëj,s e h p ə h,,,vi
mujnajte-bury,yab,mujnajtë,mujnajte-bury,bury,mujna jtë,m u h n a h t ə,,,vt
ajpachike-undergrowth-prop,yab,ajpachi-ke,ajpachike-undergrowth-prop,undergrowth-PROP,ajpachi ke,,,,adv
asereke-dry-cough-prop,yab,asere-ke,asereke-dry-cough-prop,dry_cough-PROP,asere ke,,,,adv
enirono-now-nmlz,yab,eniro-no,enirono-now-nmlz,now-NMLZ; today-NMLZ,eniro no,,,,n
ijmokani-cook-agtnmlz,yab,ijmoka-ni,ijmokani-cook-agtnmlz,cook-AGTNMLZ,ijmoka ni,,,,n
kaimoke-game-prop,yab,kaimo-ke,kaimoke-game-prop,game-PROP,kaimo ke,,,,adv
kamparake-big-prop,yab,kampara-ke,kamparake-big-prop,big-PROP,kampara ke,,,,adv
kereke-old-prop,yab,kërë-ke,kereke-old-prop,old-PROP,kërë ke,,,,adv
nonoke-earth-prop,yab,nono-ke,nonoke-earth-prop,earth-PROP,nono ke,,,,n
nopano-good-nmlz,yab,nop-ano,nopano-good-nmlz,good-NMLZ,nop ano,,,,n
panake-ear-prop,yab,pana-ke,panake-ear-prop,ear-PROP,pana ke,,,,adv
pejmani-bewitch-agtnmlz,yab,pejma-ni,pejmani-bewitch-agtnmlz,bewitch-AGTNMLZ,pej ma ni,,,,n
teijpono-far-nmlz,yab,teijpo-no,teijpono-far-nmlz,far-NMLZ; long-NMLZ,teijpo no,,,,n
tejporemi-tasty-nmlz,yab,tejpore-mï,tejporemi-tasty-nmlz,tasty-NMLZ,tejpo re mï,,,,n
sereke-bitter-manioc-prop,yab,sere-ke,sereke-bitter-manioc-prop,bitter_manioc-PROP,sere ke,,,,adv
yemepeti-eat-fruits-eggs-soup-plur,yab,yeme-pëti,yemepeti-eat-fruits-eggs-soup-plur,eat(fruits_eggs_soup)-PLUR,yeme pëti,,,,vt
enireno-now-nmlz,yab,enirë-no,enireno-now-nmlz,now-NMLZ; today-NMLZ,enirë no,,,,n
yojteni-fish-with-hook-agtnmlz,yab,yojtë-ni,yojteni-fish-with-hook-agtnmlz,fish_with_hook-AGTNMLZ,yojtë ni,,,,n
iyajteni-care-for-agtnmlz,yab,iyajtë-ni,iyajteni-care-for-agtnmlz,care_for-AGTNMLZ,iyajtë ni,,,,n
keyamani-raise-agtnmlz,yab,këyama-ni,keyamani-raise-agtnmlz,raise-AGTNMLZ,këya ma ni,,,,n
yaweno-loc-nmlz,yab,yawë-no,yaweno-loc-nmlz,LOC-NMLZ,yawë no,,,,n
ijmojkatopo-cook-circ-nmlz,yab,ijmojka-topo,ijmojkatopo-cook-circ-nmlz,cook-CIRC.NMLZ,ijmojka topo,,,,n
kani-take-out-agtnmlz,yab,ka-ni,kani-take-out-agtnmlz,take_out-AGTNMLZ,ka ni,,,,n
moronkapo-make-suffer-des,yab,moronka-po,moronkapo-make-suffer-des,make_suffer-DES,moron ka po,,,,vt
taropo-say-des,yab,taro-po,taropo-say-des,say-DES,taro po,,,,vt
yepematopo-pay-circ-nmlz,yab,yepema-topo,yepematopo-pay-circ-nmlz,pay-CIRC.NMLZ,yepema topo,,,,n
warotatopo-work-circ-nmlz,yab,warota-topo,warotatopo-work-circ-nmlz,work-CIRC.NMLZ,warota topo,,,,n
serekapo-become-tired-des,yab,sereka-po,serekapo-become-tired-des,become_tired-DES,s ereka po,,,,vi
yarikatopo-laugh-circ-nmlz,yab,yarika-topo,yarikatopo-laugh-circ-nmlz,laugh-CIRC.NMLZ,yarika topo,,,,n
itapo-hear-des,yab,ita-po,itapo-hear-des,hear-DES,ita po,,,,vt
yaruwatopo-laugh-circ-nmlz,yab,yaruwa-topo,yaruwatopo-laugh-circ-nmlz,laugh-CIRC.NMLZ,yaruwa topo,,,,n
yakaramapeti-tell-plur,yab,yakarama-pëti,yakaramapeti-tell-plur,tell-PLUR,yakara ma pëti,,,,vt
yeneni-eat-meat-agtnmlz,yab,yënë-ni,yeneni-eat-meat-agtnmlz,eat(meat)-AGTNMLZ,yënë ni,,,,n
mukupijke-child-dim,yab,muku-pïjkë,mukupijke-child-dim,child-DIM,muku pïjkë,,,,n
tepej-go-plur,yab,të-pëj,tepej-go-plur,go-PLUR,të pëj,,,,vi
yenepej-eat-meat-plur,yab,yënë-pëj,yenepej-eat-meat-plur,eat(meat)-PLUR,yënë pëj,,,,vt
tampapeti-become-angry-plur,yab,tampa-pëti,tampapeti-become-angry-plur,become_angry-PLUR,tampa pëti,,,,vi
samopeti-cry-plur,yab,samo-pëti,samopeti-cry-plur,cry-PLUR,samo pëti,,,,vi
semapej-die-plur,yab,sëma-pëj,semapej-die-plur,die-PLUR,sëma pëj,,,,vi
enteno-here-loc-nmlz,yab,entë-no,enteno-here-loc-nmlz,here.LOC-NMLZ,entë no,,,,n
yempekapeti-offend-plur,yab,yëmpëka-pëti,yempekapeti-offend-plur,offend-PLUR,yëmpëka pëti,,,,vt
ijmojkani-cook-agtnmlz,yab,ijmojka-ni,ijmojkani-cook-agtnmlz,cook-AGTNMLZ,ijmojka ni,,,,n
itopo-put-circ-nmlz,yab,i-topo,itopo-put-circ-nmlz,put-CIRC.NMLZ,i topo,,,,n
apono-later-nmlz,yab,apo-no,apono-later-nmlz,later-NMLZ; meanwhile-NMLZ,apo no,,,,n
moronemi-hurting-nmlz,yab,morone-mï,moronemi-hurting-nmlz,hurting-NMLZ,morone mï,,,,n
enirem-now-nmlz,yab,enirë-m,enirem-now-nmlz,now-NMLZ; today-NMLZ,enirë m,,,,n
yareni-bring-agtnmlz,yab,yarë-ni,yareni-bring-agtnmlz,bring-AGTNMLZ,yarë ni,,,,n
tojpapeti-hit-plur,yab,tojpa-pëti,tojpapeti-hit-plur,hit-PLUR,tojpa pëti,,,,vt
yaketeni-cut-agtnmlz,yab,yakëtë-ni,yaketeni-cut-agtnmlz,cut-AGTNMLZ,yakëtë ni,,,,n
enijpeteno-one-nmlz,yab,enijpëtë-no,enijpeteno-one-nmlz,one-NMLZ,enijpëtë no,,,,n
epepej-escape-plur,yab,epe-pëj,epepej-escape-plur,escape-PLUR; hide_and_seek-PLUR,epe pëj,,,,vi
wepej-kill-plur,yab,wë-pëj,wepej-kill-plur,kill-PLUR,wë pëj,,,,vt
rokotapeti-become-crazy-plur,yab,rokota-pëti,rokotapeti-become-crazy-plur,become_crazy-PLUR,roko ta pëti,,,,vi
pojtepo-want-des,yab,pojtë-po,pojtepo-want-des,want-DES,pojtë po,,,,vt
senkapeti-finish-plur,yab,s-ënka-pëti,senkapeti-finish-plur,finish-PLUR,s ënka pëti,,,,vi
senkapej-finish-plur,yab,s-ënka-pëj,senkapej-finish-plur,finish-PLUR,s ënka pëj,,,,vi
minteno-there-loc-nmlz,yab,mïntë-no,minteno-there-loc-nmlz,there.LOC-NMLZ,mïntë no,,,,n
tuni-give-agtnmlz,yab,tu-ni,tuni-give-agtnmlz,give-AGTNMLZ,tu ni,,,,n
wejkapeti-fall-plur,yab,wëjka-pëti,wejkapeti-fall-plur,fall-PLUR,wëjka pëti,,,,vi
karasakemi-white-nmlz,yab,karasake-mï,karasakemi-white-nmlz,white-NMLZ,karasake mï,,,,n
asakeno-two-nmlz,yab,asakë-no,asakeno-two-nmlz,two-NMLZ,asakë no,,,,n
yawakani-sow-agtnmlz,yab,yawaka-ni,yawakani-sow-agtnmlz,sow-AGTNMLZ,yawaka ni,,,,n
ipo-put-des,yab,i-po,ipo-put-des,put-DES,i po,,,,vt
sematopo-die-circ-nmlz,yab,sëma-topo,sematopo-die-circ-nmlz,die-CIRC.NMLZ,sëma topo,,,,n
sukasemi-all-nmlz,yab,sukase-mï,sukasemi-all-nmlz,all-NMLZ,sukase mï,,,,n
wejtetoj-go-down-circ-nmlz,yab,wëjtë-toj,wejtetoj-go-down-circ-nmlz,go_down-CIRC.NMLZ,wëjtë toj,,,,n
senkatoj-finish-circ-nmlz,yab,s-ënka-toj,senkatoj-finish-circ-nmlz,finish-CIRC.NMLZ,s ënka toj,,,,n
nemepeti-leave-plur,yab,nëmë-pëti,nemepeti-leave-plur,leave-PLUR,nëmë pëti,,,,vt
yujwapeti-burn-plur,yab,yujwa-pëti,yujwapeti-burn-plur,burn-PLUR,yujwa pëti,,,,vt
keyatapej-grow-plur,yab,këyata-pëj,keyatapej-grow-plur,grow-PLUR,këya ta pëj,,,,vi
papapijke-father-dim,yab,papa-pïjkë,papapijke-father-dim,father-DIM,papa pïjkë,,,,n
yawankatoj-kill-circ-nmlz,yab,yawanka-toj,yawankatoj-kill-circ-nmlz,kill-CIRC.NMLZ,yawanka toj,,,,n
poyeno-above-nmlz,yab,poye-no,poyeno-above-nmlz,above-NMLZ,poye no,,,,n
yenepepej-send-away-plur,yab,yenepe-pëj,yenepepej-send-away-plur,send_away-PLUR,yenepe pëj,,,,vt
yawankapej-kill-plur,yab,yawanka-pëj,yawankapej-kill-plur,kill-PLUR,yawanka pëj,,,,vt
yaketepej-cut-plur,yab,yakëtë-pëj,yaketepej-cut-plur,cut-PLUR,yakëtë pëj,,,,vt
yemepo-eat-fruits-eggs-soup-des,yab,yeme-po,yemepo-eat-fruits-eggs-soup-des,eat(fruits_eggs_soup)-DES,yeme po,,,,vt
pitipej-paint-plur,yab,pïtï-pëj,pitipej-paint-plur,paint-PLUR,pïtï pëj,,,,vt
wetopo-kill-circ-nmlz,yab,wë-topo,wetopo-kill-circ-nmlz,kill-CIRC.NMLZ,wë topo,,,,n
tapiremi-red-nmlz,yab,tapire-mï,tapiremi-red-nmlz,red-NMLZ,tapi re mï,,,,n
waraijtoke-husband-prop,yab,waraijto-ke,waraijtoke-husband-prop,husband-PROP,waraijto ke,,,,n
patakapeti-take-out-plur,yab,pataka-pëti,patakapeti-take-out-plur,take_out-PLUR,pata ka pëti,,,,vt
semapo-die-des,yab,sëma-po,semapo-die-des,die-DES,sëma po,,,,vi
poreke-leg-prop,yab,pore-ke,poreke-leg-prop,leg-PROP,pore ke,,,,n
mukuke-child-prop,yab,muku-ke,mukuke-child-prop,child-PROP,muku ke,,,,n
karasakem-white-nmlz,yab,karasake-m,karasakem-white-nmlz,white-NMLZ,karasake m,,,,n
yenepo-eat-meat-des,yab,yënë-po,yenepo-eat-meat-des,eat(meat)-DES,yënë po,,,,vt
weretapej-arrive-plur,yab,wereta-pëj,weretapej-arrive-plur,arrive-PLUR,wereta pëj,,,,vi
atike-plot-of-cultivated-land-prop,yab,ati-ke,atike-plot-of-cultivated-land-prop,plot_of_cultivated_land-PROP,ati ke,,,,adv
ejpenakapeti-return-plur,yab,ëjpënaka-pëti,ejpenakapeti-return-plur,return-PLUR,ëj pënaka pëti,,,,vi
kamwiyajkapo-change-des,yab,kamwiyajka-po,kamwiyajkapo-change-des,change-DES,kamwiyajka po,,,,vt
yenekapo-take-away-des,yab,yeneka-po,yenekapo-take-away-des,take_away-DES,yeneka po,,,,vt
yanepijke-mother-dim,yab,yanë-pïjkë,yanepijke-mother-dim,mother-DIM,yanë pïjkë,,,,n
tupo-give-des,yab,tu-po,tupo-give-des,give-DES,tu po,,,,vt
teijpono-far-nmlz-1,yab,tëijpo-no,teijpono-far-nmlz-1,far-NMLZ; long-NMLZ,tëijpo no,,,,n
tojpapej-hit-plur,yab,tojpa-pëj,tojpapej-hit-plur,hit-PLUR,tojpa pëj,,,,vt
pojteni-want-agtnmlz,yab,pojtë-ni,pojteni-want-agtnmlz,want-AGTNMLZ,pojtë ni,,,,n
warotapo-work-des,yab,warota-po,warotapo-work-des,work-DES,warota po,,,,vi
yawankani-kill-agtnmlz,yab,yawanka-ni,yawankani-kill-agtnmlz,kill-AGTNMLZ,yawanka ni,,,,n
wejkatopo-fall-circ-nmlz,yab,wëjka-topo,wejkatopo-fall-circ-nmlz,fall-CIRC.NMLZ,wëjka topo,,,,n
ipej-put-plur,yab,i-pëj,ipej-put-plur,put-PLUR,i pëj,,,,vt
itapej-hear-plur,yab,ita-pëj,itapej-hear-plur,hear-PLUR,ita pëj,,,,vt
yarepej-bring-plur,yab,yarë-pëj,yarepej-bring-plur,bring-PLUR,yarë pëj,,,,vt
tetopo-go-circ-nmlz,yab,të-topo,tetopo-go-circ-nmlz,go-CIRC.NMLZ,të topo,,,,n
kaimotatopo-hunt-circ-nmlz,yab,kaimota-topo,kaimotatopo-hunt-circ-nmlz,hunt-CIRC.NMLZ,kaimo ta topo,,,,n
itani-hear-agtnmlz,yab,ita-ni,itani-hear-agtnmlz,hear-AGTNMLZ,ita ni,,,,n
yojmatopo-mix-circ-nmlz,yab,yojma-topo,yojmatopo-mix-circ-nmlz,mix-CIRC.NMLZ,yojma topo,,,,n
kerepijke-old-dim,yab,kërë-pïjkë,kerepijke-old-dim,old-DIM,kërë pïjkë,,,,n
yateno-loc-nmlz,yab,yatë-no,yateno-loc-nmlz,LOC-NMLZ,yatë no,,,,n
yemetopo-eat-fruits-eggs-soup-circ-nmlz,yab,yeme-topo,yemetopo-eat-fruits-eggs-soup-circ-nmlz,eat(fruits_eggs_soup)-CIRC.NMLZ,yeme topo,,,,n
yempekapo-offend-des,yab,yëmpëka-po,yempekapo-offend-des,offend-DES,yëmpëka po,,,,vt
wintikapej-disappear-plur,yab,wintika-pëj,wintikapej-disappear-plur,disappear-PLUR,wintika pëj,,,,vi
waimupo-speak-des,yab,waimu-po,waimupo-speak-des,speak-DES,waimu po,,,,vi
